"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)"
1.667440715E2;5.095585794E1;6.972832242E0;5.426734550E1;6.200000048E-1;1.418999939E2;3.000000000E0;1.000000000E2
1.677562122E2;5.095586125E1;6.972847329E0;5.526734205E1;6.100000143E-1;1.718999939E2;2.500000000E0;1.000000000E2
1.687487874E2;5.095585849E1;6.972849509E0;5.626733471E1;1.100000024E0;2.255000000E2;2.500000000E0;1.000000000E2
1.697333145E2;5.095584948E1;6.972845988E0;5.626731815E1;4.899999797E-1;2.646000061E2;2.500000000E0;1.000000000E2
1.707530224E2;5.095584554E1;6.972833248E0;5.726731866E1;8.599999547E-1;2.865000000E2;2.500000000E0;1.000000000E2
1.717346826E2;5.095584960E1;6.972826626E0;5.726733180E1;5.600000024E-1;3.270000000E2;2.500000000E0;1.000000000E2
1.727557461E2;5.095586469E1;6.972826375E0;5.726736378E1;9.399999976E-1;3.537999878E2;2.500000000E0;1.000000000E2
1.737572378E2;5.095587550E1;6.972831907E0;5.826738275E1;8.700000048E-1;3.540000153E1;2.500000000E0;1.000000000E2
1.747641075E2;5.095587353E1;6.972832913E0;5.826737790E1;1.579999924E0;1.658000031E2;2.500000000E0;1.000000000E2
1.757336946E2;5.095587093E1;6.972833080E0;5.826737231E1;7.400000095E-1;2.226000061E2;2.500000000E0;1.000000000E2
1.767396696E2;5.095587575E1;6.972826878E0;5.826738676E1;3.599999845E-1;2.840000000E2;2.500000000E0;1.000000000E2
1.777390539E2;5.095587320E1;6.972825537E0;5.826738229E1;4.699999988E-1;3.327999878E2;2.000000000E0;1.000000000E2
1.787626073E2;5.095586993E1;6.972826039E0;5.826737506E1;2.899999917E-1;3.690000153E1;2.500000000E0;1.000000000E2
1.797486901E2;5.095586909E1;6.972829057E0;5.826737120E1;3.400000036E-1;1.035999985E2;2.000000000E0;1.000000000E2
1.807601956E2;5.095586628E1;6.972832158E0;5.826736314E1;0.000000000E0;0.000000000E0;2.000000000E0;1.000000000E2
1.817492299E2;5.095586628E1;6.972832158E0;5.826736314E1;0.000000000E0;0.000000000E0;2.000000000E0;1.000000000E2
1.827616973E2;5.095586628E1;6.972832158E0;5.826736314E1;0.000000000E0;0.000000000E0;2.000000000E0;1.000000000E2
1.837439006E2;5.095586628E1;6.972832158E0;5.826736314E1;0.000000000E0;0.000000000E0;2.000000000E0;1.000000000E2
1.847516732E2;5.095586628E1;6.972832158E0;5.826736314E1;0.000000000E0;0.000000000E0;2.000000000E0;1.000000000E2
1.857451127E2;5.095586540E1;6.972830482E0;5.826736244E1;5.199999809E-1;3.017000122E2;2.500000000E0;1.000000000E2
1.867453464E2;5.095586712E1;6.972829476E0;5.826736676E1;3.999999762E-1;3.002000122E2;2.500000000E0;1.000000000E2
1.877369472E2;5.095586959E1;6.972823776E0;5.726737591E1;4.399999976E-1;2.961000061E2;2.500000000E0;1.000000000E2
1.887380746E2;5.095586871E1;6.972820004E0;5.726737667E1;5.199999809E-1;2.518999939E2;2.500000000E0;1.000000000E2
1.897393090E2;5.095586456E1;6.972812796E0;5.726737290E1;6.200000048E-1;2.113999939E2;2.500000000E0;1.000000000E2
1.907422120E2;5.095585958E1;6.972805420E0;5.726736749E1;5.299999714E-1;1.983999939E2;2.500000000E0;1.000000000E2
1.917566965E2;5.095585698E1;6.972806426E0;5.726736131E1;1.199999973E-1;1.886999969E2;3.000000000E0;1.000000000E2
1.927559268E2;5.095585924E1;6.972815981E0;5.826735948E1;2.199999988E-1;1.743999939E2;3.000000000E0;1.000000000E2
1.937517005E2;5.095585865E1;6.972827967E0;5.826734996E1;1.899999976E-1;1.708999939E2;2.500000000E0;1.000000000E2
1.947617259E2;5.095586213E1;6.972836768E0;5.826735121E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
1.957505871E2;5.095586486E1;6.972845821E0;5.726735069E1;5.299999714E-1;7.450000000E1;2.500000000E0;1.000000000E2
1.967526123E2;5.095586310E1;6.972849006E0;5.726734478E1;4.599999785E-1;4.500000000E1;2.500000000E0;1.000000000E2
1.977423149E2;5.095586473E1;6.972850682E0;5.626734707E1;2.899999917E-1;2.010000038E1;3.000000000E0;1.000000000E2
1.987468282E2;5.095586796E1;6.972850012E0;5.526735433E1;4.799999893E-1;3.515000000E2;2.500000000E0;1.000000000E2
1.997582333E2;5.095587156E1;6.972843641E0;5.526736633E1;2.599999905E-1;3.230000000E2;2.500000000E0;1.000000000E2
2.007510489E2;5.095587529E1;6.972834421E0;5.426738057E1;2.999999821E-1;2.937999878E2;2.500000000E0;1.000000000E2
2.017582062E2;5.095587429E1;6.972830398E0;5.426738123E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
2.027378992E2;5.095587429E1;6.972830398E0;5.426738123E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
2.037473319E2;5.095587429E1;6.972830398E0;5.426738123E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
2.047466982E2;5.095587429E1;6.972830398E0;5.426738123E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
2.057424224E2;5.095587429E1;6.972830398E0;5.426738123E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
2.067470941E2;5.095587429E1;6.972830398E0;5.426738123E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
2.077410155E2;5.095586892E1;6.972838361E0;5.426736442E1;3.499999940E-1;3.376000061E2;3.000000000E0;1.000000000E2
2.087506891E2;5.095586544E1;6.972842384E0;5.426735430E1;4.699999988E-1;3.391000061E2;3.000000000E0;1.000000000E2
2.097398727E2;5.095586850E1;6.972842887E0;5.526736041E1;5.099999905E-1;3.530000000E2;3.000000000E0;1.000000000E2
2.107493342E2;5.095587169E1;6.972842468E0;5.526736741E1;6.200000048E-1;3.472999878E2;3.000000000E0;1.000000000E2
