"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
2.608867042E0;-3.887962207E0;4.756125212E-1;1.356265179E0
2.618877042E0;-2.610359620E0;9.873982573E-1;1.597867452E0
2.628887042E0;-1.821076723E0;1.903906626E0;9.603665793E-1
2.638897042E0;-1.885363643E0;2.527654848E0;5.026173019E-1
2.648876042E0;-1.456222746E0;2.813923416E0;7.504831123E-1
2.658886042E0;-8.792575121E-1;2.557115459E0;1.288822224E0
2.668896042E0;-3.761966988E-1;1.799927929E0;1.425061179E0
2.678905042E0;5.990764797E-2;1.376503562E0;7.091432977E-1
2.688915042E0;3.762984404E-1;1.143937576E0;2.350697637E-2
2.698894042E0;5.207828468E-1;6.727806330E-1;-4.311046851E-1
2.708904042E0;4.931617695E-1;8.442584181E-1;-6.376774585E-1
2.718914042E0;3.347536808E-1;1.318623143E0;-7.829117703E-1
2.728924042E0;-2.486323804E-2;1.160478179E0;-7.623085213E-1
2.738903042E0;-1.286364055E-1;5.638230318E-1;-5.335590130E-1
2.748913042E0;-1.978346944E-1;7.921690822E-2;-3.342625147E-1
2.758922042E0;-4.280267107E-1;-3.463071942E-1;6.184073746E-2
2.768932042E0;-1.242875973E0;-1.466561792E0;7.995102614E-1
2.778942042E0;-6.784810835E-1;-1.205947298E0;5.747023612E-1
2.788921042E0;1.946947396E-2;-4.102272016E-1;3.146065146E-1
2.798931042E0;1.942123443E-1;1.285451889E-2;4.964063895E-1
2.808941042E0;5.808860841E-1;1.851357114E-1;1.793434596E-1
2.818950042E0;6.036183044E-1;3.100053406E-1;-2.547444749E-1
2.828930042E0;1.058846555E0;2.639129090E-1;-2.167001510E-1
2.838939042E0;9.739186710E-1;5.638429123E-1;-5.523338377E-1
2.848949042E0;5.895230064E-1;6.511810184E-1;-5.350518072E-1
2.858959042E0;4.466167635E-1;7.034510332E-1;-5.003906822E-1
2.868969042E0;9.611044979E-1;6.510248977E-1;2.382062101E-1
2.878948042E0;8.408044678E-1;5.516157997E-1;1.709369177E-1
2.888958042E0;-5.962487662E-1;-6.115018129E-3;2.267158467E-1
2.898968042E0;-5.445754597E-1;-8.775980723E-1;6.144365305E-1
2.908977042E0;-9.739692494E-1;-8.991017926E-1;5.816856909E-1
2.918987042E0;-4.268751016E-1;-2.555607462E-1;7.906067061E-1
2.928966042E0;2.619464904E-2;3.540489078E-3;4.503016788E-1
2.938976042E0;-4.461367071E-2;-4.293435037E-2;3.627437174E-2
2.948986042E0;1.205140382E-1;2.466589451E-2;-7.838952720E-2
2.958996042E0;1.870530134E-1;-2.916649640E-2;-1.893211484E-2
2.968975042E0;3.431798109E-1;1.755568027E-2;1.099516279E-1
2.978985042E0;4.224829656E-1;1.088880193E-1;2.162931848E-1
2.988994042E0;3.341987801E-1;1.343432879E-1;2.006986606E-1
2.999004042E0;1.685915995E-1;1.553160810E-1;4.028380752E-2
3.009014042E0;2.575844675E-2;2.664757437E-1;-1.739195824E-1
3.018993042E0;3.248216003E-2;3.084271771E-1;2.531961322E-2
3.029003042E0;-1.255949762E-1;2.899961686E-1;7.132433653E-3
3.039013042E0;-6.504360831E-1;-6.765053093E-2;-1.231175110E0
3.049022042E0;-1.248420303E0;-3.753795505E-1;-1.787512536E0
3.059032042E0;-5.965621769E-3;-1.192648391E0;-3.022642118E-1
3.069012042E0;-4.479844272E-2;-1.487943891E0;1.975547882E0
3.079021042E0;-8.347002670E-1;-1.150392317E0;1.680504981E0
3.089031042E0;-9.225327551E-1;-1.506289530E-1;1.296888458E0
3.099041042E0;-9.360178962E-1;7.259715843E-1;1.772585764E0
3.109020042E0;-9.872339505E-1;1.166302006E0;1.161663995E0
3.119030042E0;-6.480907649E-1;1.293587705E0;9.880683482E-2
3.129040042E0;-3.893812931E-1;9.972192407E-1;-7.578927040E-1
3.139049042E0;-3.372247142E-1;4.209936798E-1;-1.104574705E0
3.149083750E0;-6.163061777E-1;-3.532308823E-1;-1.230738323E0
3.159062750E0;-6.058732831E-1;-8.453764057E-1;-6.529053622E-1
3.169072750E0;-2.256984311E-1;-5.228849208E-1;-2.417776895E-1
3.179082750E0;6.675152153E-2;4.259755075E-2;-2.613120675E-3
3.189092750E0;4.488603401E-1;4.031549942E-1;4.161036533E-1
3.199071750E0;7.314103720E-1;6.951456481E-1;7.643106079E-1
3.209081750E0;9.035676035E-1;8.560651159E-1;8.849351585E-1
3.219090750E0;9.128696465E-1;6.719409728E-1;8.625964558E-1
3.229100750E0;5.022100434E-1;2.131555688E-1;4.923940301E-3
3.239110750E0;1.241922292E-1;1.700048715E-1;7.116763115E-2
3.249089750E0;3.952741170E-1;-5.056987846E-1;3.272680753E-1
3.259099750E0;1.889688537E-1;-1.501424646E-1;-8.863443375E-2
3.269109750E0;-1.961243838E-1;4.184109646E-1;-1.080009967E-1
3.279119750E0;-4.855051330E-1;2.284507155E-2;-2.736549550E-1
3.289128750E0;-7.912308964E-1;-6.232243109E-1;-2.985757881E-1
3.299108750E0;-7.061726198E-1;-9.885092282E-1;2.133859491E-1
3.309117750E0;-1.912863976E-1;-6.991732103E-1;6.648330975E-1
3.319127750E0;1.823476128E-1;-3.467773104E-1;8.542904860E-1
3.329137750E0;-1.242189802E-1;7.597287297E-2;1.379442957E0
3.339116750E0;-5.145174091E-1;5.234877688E-1;1.224326851E0
3.349126750E0;-4.148871401E-1;8.512721533E-1;8.678197736E-1
3.359136750E0;-7.714787096E-2;1.227765014E0;4.939593297E-1
3.369145750E0;1.514759222E-1;1.434267620E0;2.252932191E-2
3.379155750E0;2.642592104E-1;9.902867818E-1;-5.525624639E-1
3.389134750E0;3.827658994E-1;1.148972028E-1;-8.811286211E-1
3.399144750E0;4.936296929E-1;-4.954170406E-1;-9.081369102E-1
3.409154750E0;6.045126361E-1;-9.031761324E-1;-7.670395035E-1
3.419164750E0;7.194601250E-1;-1.045166409E0;-2.994967246E-1
3.429143750E0;9.169865249E-1;-8.307776624E-1;2.380611992E-1
3.439153750E0;1.032572530E0;-5.718635380E-1;7.087456870E-1
3.449162750E0;1.078804856E0;-4.773175693E-1;1.023486103E0
