"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
3.698546875E0;8.775099754E0;1.299379921E1;-1.511739922E1
3.718400000E0;7.060199738E0;1.537589931E1;-1.928859901E1
3.738253125E0;2.633399963E0;1.193849945E1;-2.909199953E0
3.758104688E0;2.402799845E0;9.852399826E0;-1.693099976E0
3.777957813E0;5.188699722E0;7.328499794E0;-1.159999967E-1
3.797810938E0;7.263899803E0;5.288000107E-1;2.900699854E0
3.817667188E0;8.022999763E0;-1.393019962E1;3.610299826E0
3.837515625E0;2.343199968E0;-3.290760040E1;4.464799881E0
3.857368750E0;-1.498199940E0;-4.602379990E1;5.828700066E0
3.877220313E0;8.078499794E0;-1.885089874E1;-1.763879967E1
3.897073438E0;7.574800014E0;-6.941499710E0;-4.681699753E0
3.916926563E0;3.123299837E0;-4.669799805E0;4.093800068E0
3.936778125E0;-4.784299850E0;-1.500299931E0;6.343599796E0
3.956632813E0;-8.274299622E0;4.445399761E0;4.640999794E0
3.976484375E0;-1.053020000E1;8.681900024E0;4.545199871E0
3.996337500E0;-1.112510014E1;1.039099979E1;7.680199623E0
4.016189063E0;-1.056839943E1;1.188469982E1;8.519999504E0
4.036042188E0;-9.125100136E0;1.337629986E1;7.255799770E0
4.055895313E0;-8.427999496E0;1.384899998E1;2.953399897E0
4.075746875E0;-6.064599991E0;1.261819935E1;-7.380999923E-1
4.095600000E0;-1.668399930E0;8.078100204E0;-6.554999948E-1
4.115453125E0;1.717700005E0;6.593100071E0;1.957199931E0
4.135306250E0;3.257499933E0;7.202099800E0;1.222599983E0
4.155157813E0;9.685999751E-1;1.302699924E0;-1.239899993E0
4.175009375E0;2.461599827E0;-7.489500046E0;-3.954199791E0
4.194871875E0;-7.437500000E0;-2.164799881E1;-6.911000013E-1
4.214717188E0;-6.907199860E0;-9.978399277E0;6.673999786E0
4.234570313E0;-2.241499901E0;-5.493199825E0;6.058599949E0
4.254420313E0;-6.571999788E-1;-7.686999798E0;5.638400078E0
4.274275000E0;-8.805999756E-1;-1.204869938E1;4.567999840E0
4.294128125E0;9.018999934E-1;-1.503819942E1;7.014699936E0
4.313979688E0;4.627799988E0;-1.694739914E1;6.851199627E0
4.333831250E0;7.148299694E0;-1.447949982E1;4.910999775E0
4.353687500E0;9.977600098E0;-9.327799797E0;-1.441419983E1
4.373537500E0;1.414540005E1;1.540799975E0;-2.984729958E1
4.393390625E0;1.017439938E1;4.840199947E0;2.368999869E-1
4.413243750E0;9.090199471E0;9.907799721E0;-1.796999931E0
4.433095313E0;1.191289997E1;1.527119923E1;-1.564699936E1
4.452948438E0;7.047799587E0;1.378699970E1;-4.212599754E0
4.472801563E0;4.895899773E0;1.348349953E1;-2.505100012E0
4.492653125E0;4.757499695E0;1.258259964E1;-1.344699979E0
4.512506250E0;6.611299992E0;1.125010014E1;-1.289999962E0
4.532357813E0;7.694999695E0;7.628599644E0;-7.679999620E-2
4.552212500E0;8.337900162E0;-8.319000006E-1;2.769799948E0
4.572064063E0;8.819700241E0;-2.372329903E1;-5.411999702E0
4.591917188E0;-3.251699924E0;-6.626509857E1;1.542000026E-1
4.611770313E0;7.560499668E0;-4.378630066E1;-1.180249977E1
4.631621875E0;6.226799965E0;-1.148269939E1;-1.192409992E1
4.651475000E0;3.990799904E0;-8.278999925E-1;-4.642199993E0
4.671328125E0;-5.650399685E0;2.171599865E0;3.810499907E0
4.691179688E0;-8.453899384E0;5.711299896E0;9.336699486E0
4.711040625E0;-9.062999725E0;9.142000198E0;1.504819965E1
4.730885938E0;-9.181799889E0;1.223709965E1;1.537369919E1
4.750737500E0;-9.368899345E0;1.480599976E1;1.459029961E1
4.770590625E0;-1.121199989E1;1.583920002E1;1.041720009E1
4.790442188E0;-1.408119965E1;1.275259972E1;-1.101699948E0
4.810295313E0;-1.220589924E1;1.084459972E1;-3.082700014E0
4.830148438E0;-7.288799763E0;6.967399597E0;-2.780400038E0
4.850006250E0;3.549999893E-1;4.514299870E0;-4.606899738E0
4.869853125E0;-1.669899940E0;4.340199947E0;1.297989941E1
4.889706250E0;-5.056200027E0;2.916899920E0;6.516599655E0
4.909559375E0;-7.712399960E0;-9.840499878E0;2.647599936E0
4.929410938E0;-9.338199615E0;-2.407009888E1;2.849999964E-1
4.949264063E0;-7.582299709E0;-2.438459969E1;-1.771999896E-1
4.969117188E0;-1.898999929E0;-1.365009975E1;4.140500069E0
