"Time (s)"	"X (hPa)"
3.833378792E2	9.706588745E2
3.842900352E2	9.706594086E2
3.852422592E2	9.706605530E2
3.861944492E2	9.706605530E2
3.871466692E2	9.706596375E2
3.880989012E2	9.706596375E2
3.890511632E2	9.706605530E2
3.900033942E2	9.706618500E2
3.909556462E2	9.706627655E2
3.919079362E2	9.706627655E2
3.928602152E2	9.706625366E2
3.938128212E2	9.706605530E2
3.947654832E2	9.706572723E2
3.957180382E2	9.706550598E2
3.966704882E2	9.706534576E2
3.976230932E2	9.706532288E2
3.985757302E2	9.706532288E2
3.995283832E2	9.706543732E2
4.004810362E2	9.706553650E2
4.014336132E2	9.706574249E2
4.023862072E2	9.706583405E2
4.033388682E2	9.706607819E2
4.042914682E2	9.706608582E2
4.052440622E2	9.706608582E2
4.061967612E2	9.706609344E2
4.071494742E2	9.706608582E2
4.081022782E2	9.706605530E2
4.090551212E2	9.706593323E2
4.100079322E2	9.706590271E2
4.109606962E2	9.706587219E2
4.119134812E2	9.706575775E2
4.128660042E2	9.706575775E2
4.138185632E2	9.706578827E2
4.147711052E2	9.706585693E2
4.157236952E2	9.706586456E2
4.166763362E2	9.706610107E2
4.176290032E2	9.706630707E2
4.185815812E2	9.706653595E2
4.195342412E2	9.706687927E2
4.204869222E2	9.706721497E2
4.214395802E2	9.706741333E2
4.223922592E2	9.706744385E2
4.233449642E2	9.706744385E2
4.242977222E2	9.706735992E2
4.252505762E2	9.706726074E2
4.262033722E2	9.706726074E2
4.271561342E2	9.706732178E2
4.281089622E2	9.706738281E2
4.290619142E2	9.706755066E2
4.300147892E2	9.706755066E2
4.309676782E2	9.706759644E2
4.319206612E2	9.706759644E2
4.328737142E2	9.706780243E2
4.338267412E2	9.706790924E2
4.347797142E2	9.706790924E2
4.357327392E2	9.706786346E2
4.366856572E2	9.706748199E2
4.376385382E2	9.706681824E2
4.385914272E2	9.706608582E2
4.395443142E2	9.706513977E2
4.404972322E2	9.706447601E2
4.414501522E2	9.706409454E2
