"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
3.569298945E2;-1.472434103E-1;-3.625180435E1;1.634042621E0
3.569399225E2;1.787271619E0;-3.115694427E1;-1.768117905E0
3.569502935E2;4.957194805E0;-2.563471794E1;-1.191115379E0
3.569654095E2;8.008605003E0;-1.566047287E1;2.479195833E0
3.569801755E2;9.199720383E0;-1.252526665E1;5.275623322E0
3.570000175E2;1.245224285E1;-9.176975250E0;3.708618402E0
3.570103915E2;9.343372345E0;-9.021351814E0;3.495534360E-1
3.570299455E2;-1.078587890E0;-8.847772598E0;-7.757213712E-1
3.570498995E2;-2.407369852E0;-4.085705280E0;5.116408825E0
3.570601715E2;-4.477157295E-1;3.106476784E0;1.054047298E1
3.570798645E2;3.950432837E-1;6.099228859E0;8.013393402E0
3.570899985E2;3.232172132E-2;6.840234280E0;5.590460777E0
3.571000405E2;-5.925649405E-1;7.779958248E0;4.030638695E0
3.571202415E2;-1.715445518E0;8.125920296E0;-2.102109194E0
3.571399925E2;-4.288015366E0;5.825092793E0;-7.685387731E-1
3.571505485E2;-4.747702122E0;3.992331266E0;-1.018732786E0
3.571710485E2;-1.810016513E0;-3.734954596E0;-2.831502724E1
3.571899775E2;2.699462414E0;-6.469132900E0;-1.428979301E1
3.572101265E2;8.379705995E-2;-1.533486247E0;1.756027222E1
3.572300455E2;-2.470816135E0;-4.967968464E0;5.255272985E-1
3.572400465E2;-1.953668594E0;-5.541379929E0;1.975216419E-1
3.572598695E2;-7.621941090E0;-2.205658340E1;2.294483185E1
3.572699235E2;-7.806294441E0;-3.267127609E1;1.981920242E1
3.572899095E2;-3.599682331E0;-3.641461182E1;4.995501995E0
3.573000275E2;8.499415964E-2;-3.472190857E1;-4.979939461E-1
3.573199465E2;5.341464043E0;-3.174232674E1;6.703764945E-2
3.573299795E2;8.493430138E0;-3.056437874E1;1.224634171E1
3.573402455E2;1.888665962E1;-2.881421661E1;-3.154360771E0
3.573598535E2;2.507686806E1;-1.983955193E1;-2.492483711E1
3.573699155E2;1.923262215E1;-1.800080490E1;-1.389235497E1
3.573800245E2;1.417127991E1;-1.426465416E1;8.858546615E-2
3.573900335E2;1.033337498E1;-1.059913063E1;6.242880821E0
3.574002405E2;7.649474621E0;-8.564059258E0;-2.718616009E0
3.574198755E2;2.080561161E0;-4.112041473E0;-2.214636612E1
3.574299565E2;4.153939724E0;-2.476801634E0;-1.505473995E1
3.574499705E2;5.316324711E0;-1.159990668E0;1.356315255E0
3.574600365E2;3.490746021E0;-1.027112484E0;-1.539471745E0
3.574798705E2;5.245696068E0;4.086902142E0;-2.863106155E1
3.574899345E2;4.145560265E0;3.653551817E0;-2.959592438E1
3.575004785E2;-1.080982089E0;9.313444495E-1;-2.106897545E1
3.575198695E2;-5.040991783E0;-1.851915002E0;-1.273715258E0
3.575298755E2;-4.147954464E0;-2.163161278E0;9.935936928E-1
3.575399425E2;-1.968033791E0;-3.005920172E0;9.361328483E-1
3.575499725E2;-1.771709323E-1;-3.390189648E0;1.435323954E0
3.575700025E2;1.386242747E0;-7.001842976E0;-3.191470861E0
3.575899045E2;6.030993938E0;-1.523071384E1;-4.863820553E0
3.576102405E2;9.752780914E0;-2.884175110E1;-4.144362926E0
3.576299715E2;6.578069210E0;-3.912963486E1;1.795651317E0
3.576498015E2;8.295909166E-1;-3.914519882E1;-3.059789658E0
3.576599345E2;4.683058739E0;-2.787808418E1;-3.368641853E0
3.576699665E2;5.368997097E0;-2.321417999E1;-1.352723986E-1
3.576898045E2;7.153874874E0;-1.498291397E1;3.171120167E0
3.577002255E2;9.215282440E0;-1.163342571E1;5.809530258E0
3.577198375E2;1.140118885E1;-8.010998726E0;4.684255600E0
3.577299485E2;9.307458878E0;-7.544129372E0;1.424550056E0
3.577400435E2;4.061763287E0;-7.797914982E0;-6.332663298E-1
3.577599715E2;-5.219359994E-1;-5.378573895E0;2.057816267E0
3.577798955E2;-2.729389966E-1;1.905784607E0;1.000895977E1
3.577899345E2;-3.303998411E-1;5.264849663E0;1.098938560E1
3.578101125E2;-2.837128937E-1;7.222109318E0;8.668207169E0
3.578303815E2;-1.222239971E0;9.283516884E0;7.441178799E0
3.578500825E2;-5.123591423E0;5.140350819E0;2.934094191E0
3.578699485E2;-1.026035118E1;-6.727706790E-1;-4.638765812E0
3.578800595E2;-7.767987251E0;-3.114856482E0;-9.733627319E0
3.578998745E2;3.256114244E0;-1.086608410E1;-3.909611511E1
3.579099145E2;5.486313343E0;-9.733627319E0;-3.198414040E1
3.579299415E2;-7.050924301E-1;-3.801992416E0;3.193386269E1
3.579500495E2;-2.657563925E0;-1.030584145E1;1.225352383E1
3.579700185E2;-3.602076530E0;-1.711614799E1;2.011608315E1
3.579802315E2;-6.210559368E0;-2.092412567E1;2.192609978E1
3.579912275E2;-6.797138691E0;-2.490089417E1;1.956900787E1
3.580099675E2;-2.373851061E0;-2.817736053E1;4.554968834E0
3.580202545E2;7.996633649E-1;-2.721608734E1;-3.244143426E-1
3.580399055E2;4.370615005E0;-2.823122978E1;-4.106055796E-1
3.580499535E2;1.033217716E1;-3.539946747E1;2.525044823E1
3.580602505E2;2.478836823E1;-3.247974014E1;-1.906143761E1
3.580798355E2;2.627516747E1;-1.893214989E1;-3.083492279E1
3.580899225E2;2.012446213E1;-1.474349403E1;-1.390552330E1
3.581000415E2;1.208832455E1;-1.074158573E1;6.566098213E0
3.581100785E2;7.180211067E0;-8.669404030E0;3.290830135E0
3.581201095E2;4.453215122E0;-6.345831394E0;-9.611522675E0
3.581401885E2;3.493140221E0;-1.045069098E0;-1.918713188E1
3.581598835E2;5.438429356E0;-5.494692922E-1;-6.643909812E-1
3.581699745E2;5.024232388E0;-7.757213712E-1;4.297592044E-1
3.581801785E2;4.083311081E0;-8.463503122E-1;-7.721300721E-1
3.581999285E2;4.820724964E0;3.567360640E0;-1.890222168E1
3.582101915E2;4.050989151E0;5.615600109E0;-3.346016693E1
3.582301965E2;-3.060986757E0;7.254431248E-1;-7.395689011E0
3.582413425E2;-2.730587006E0;-5.793967843E-1;-1.559822440E0
3.582599455E2;-1.058237195E0;-2.525882721E0;-4.733336926E0
3.582799295E2;1.119289279E0;-4.617218018E0;-7.025784969E0
