"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
3.090238875E0;6.796316986E0;-5.560636597E0;2.910697174E0
3.100248875E0;6.950945435E0;-5.565726013E0;1.633702698E0
3.110258875E0;7.062164154E0;-5.477409668E0;3.272195435E-1
3.120237875E0;7.247628479E0;-5.554798737E0;3.382965088E-2
3.130244417E0;6.884932709E0;-6.167774048E0;3.782633972E-1
3.140254417E0;6.328240356E0;-6.807843018E0;7.461982727E-1
3.150263417E0;6.004912720E0;-6.889273682E0;8.687933350E-1
3.160243417E0;5.589825897E0;-6.997348938E0;1.130748596E0
3.170252417E0;5.015619965E0;-6.700067139E0;9.509724426E-1
3.180262417E0;4.337380371E0;-5.739963684E0;1.405577087E0
3.190241417E0;4.458328857E0;-6.106551361E0;1.751507721E0
3.200251417E0;3.772155762E0;-7.520960083E0;8.812174988E-1
3.210261417E0;1.607656860E0;-9.207652588E0;1.374142456E-1
3.220271417E0;2.830913086E0;-1.132978958E1;-1.404080200E-1
3.230250417E0;5.182373199E0;-1.373139542E1;1.447489929E-1
3.240260417E0;5.677842865E0;-1.139445511E1;-5.373825073E-2
3.250269417E0;6.490652618E0;-1.007285339E1;2.724334717E-1
3.260249417E0;5.983207855E0;-1.156390274E1;1.296454010E0
3.270258417E0;4.933141479E0;-1.172676407E1;1.509910126E0
3.280268417E0;4.572092285E0;-1.107472000E1;1.278341675E0
3.290248417E0;4.125570831E0;-1.075139236E1;1.399589539E0
3.300257417E0;4.315525818E0;-1.050829788E1;1.233584747E0
3.310267417E0;4.831053772E0;-1.017329453E1;1.100960541E0
3.320277417E0;5.336253204E0;-9.573940887E0;1.022823029E0
3.330256417E0;6.310726776E0;-7.926317139E0;1.400188293E0
3.340266417E0;7.139253845E0;-5.145400085E0;1.690734100E0
3.350276417E0;7.676037598E0;-4.570745087E0;9.702822876E-1
3.360255417E0;8.170010376E0;-5.428012390E0;6.469546509E-1
3.370265417E0;8.249046021E0;-5.619464264E0;9.515711975E-1
