"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
1.040000516E2;-4.132612228E0;2.546147108E0;8.578195572E0
1.040119625E2;-3.209446430E0;6.943567991E-1;6.353808880E0
1.040238750E2;-1.827245116E0;-7.757405043E-1;1.060104609E0
1.040357875E2;1.351201296E0;-6.949486256E0;-5.638866043E1
1.040477000E2;4.018121719E0;-9.451378822E0;-4.047348022E1
1.040596094E2;4.296471596E0;-6.472436905E0;-1.090511009E-1
1.040715219E2;2.658617496E0;9.766619205E-1;2.267730522E1
1.040834328E2;-1.600293994E0;1.156830311E0;1.377342129E1
1.040953453E2;-3.147838831E0;5.774814487E-1;5.104313374E0
1.041072562E2;-3.384146690E0;-2.457724571E0;6.427100658E0
1.041191672E2;-3.483458042E0;-6.559537888E0;1.129082489E1
1.041310797E2;-5.468663216E0;-1.212281036E1;1.661909103E1
1.041429906E2;-6.175421715E0;-2.060570717E1;2.268592453E1
1.041549172E2;-3.400178194E0;-3.553892517E1;1.835803986E1
1.041668203E2;-3.341539383E0;-4.429320908E1;1.048149872E1
1.041787250E2;-1.552180171E0;-4.472830582E1;5.455360889E0
1.041906375E2;2.075763226E0;-3.956709290E1;4.733432770E0
1.042025500E2;3.270747662E0;-3.217317963E1;2.587750053E1
1.042144609E2;1.431934643E1;-3.138731384E1;-2.023293877E1
1.042263734E2;1.952615166E1;-2.169511604E1;-3.257819748E1
1.042382844E2;1.251464558E1;-1.885304451E1;-1.499450207E1
1.042501953E2;7.882421017E0;-1.682186127E1;-9.442846298E0
1.042621078E2;7.028485298E0;-1.327475643E1;-8.609022141E0
1.042740203E2;5.212492943E0;-1.243201637E1;-6.548984528E0
1.042859312E2;6.528681755E0;-1.119793034E1;-3.423018694E0
1.042978422E2;8.044029236E0;-7.402957916E0;-1.968943596E0
1.043097547E2;7.491964817E0;-5.346443653E0;-1.012565374E0
1.043216656E2;6.584208012E0;-3.597996712E0;-1.260786653E0
1.043335813E2;5.969740868E0;-1.602515817E0;-3.887877226E0
1.043454891E2;5.375834942E0;7.208175063E-1;-7.121811390E0
1.043574000E2;5.013583183E0;2.820867777E0;-1.077622604E1
1.043693109E2;3.388293505E0;4.011724472E0;-1.328242779E1
1.043812234E2;5.308519602E-1;2.938020706E0;-9.521567345E0
1.043931344E2;-1.029870629E0;1.138615251E0;-4.545947075E0
1.044050469E2;-1.497611403E0;4.957529902E-1;-1.934179783E0
1.044169578E2;-9.315742850E-1;1.146362901E0;-1.547056556E0
1.044288688E2;6.013372540E-1;1.894005179E0;-1.430870771E0
1.044407812E2;2.539089203E0;2.103392363E0;-7.931511402E-1
1.044526922E2;4.440947056E0;1.901340961E0;-1.743821621E0
1.044646047E2;6.191099167E0;4.756321013E-1;-2.686284781E0
1.044765156E2;6.876750469E0;-1.651079893E0;-5.013266802E-1
1.044884281E2;7.510725498E0;-3.950863838E0;1.264071465E0
1.045003391E2;1.071881294E1;-7.223641396E0;1.472367048E0
1.045122500E2;1.841714859E1;-1.457133198E1;3.013476372E0
1.045241625E2;2.014151001E1;-2.216383362E1;3.505159140E0
1.045360734E2;1.300410652E1;-2.701893044E1;-1.373926997E0
1.045479844E2;7.749954224E0;-3.356453705E1;-4.110126019E0
1.045598969E2;2.585699558E0;-4.513848877E1;-8.867815971E0
1.045718109E2;-3.035416842E0;-5.407566833E1;-8.338438988E0
1.045837188E2;-6.558944225E0;-5.180783081E1;-2.382335901E0
1.045956313E2;-4.015909195E0;-4.169896698E1;-1.229336381E0
1.046075422E2;-4.382633865E-1;-2.833556747E1;-2.369148731E0
1.046194547E2;3.511048794E0;-1.778391075E1;-2.534683943E0
1.046313656E2;5.202303410E0;-1.185482216E1;-6.012797952E-1
1.046432781E2;4.220383644E0;-9.000072479E0;1.041860804E-1
1.046551891E2;1.454716921E0;-7.697894573E0;1.122947574E0
1.046671000E2;-1.243337631E0;-5.462304115E0;2.306420565E0
1.046790125E2;-3.730999470E0;-2.976270437E0;3.117356062E0
1.046909281E2;-5.205013752E0;-1.078712344E0;3.639119625E0
1.047028359E2;-5.586984158E0;3.417100608E-1;4.430326462E0
1.047147469E2;-4.685385704E0;1.446212769E0;5.923858166E0
1.047266578E2;-3.434099436E0;2.223744154E0;6.009963512E0
1.047385703E2;-2.890778303E0;2.492670298E0;4.705918312E0
1.047504844E2;-2.594816685E0;3.297045708E0;3.741955280E0
1.047623938E2;-2.798170567E0;4.045846462E0;2.659297466E0
1.047743063E2;-3.023455381E0;3.629983187E0;5.821262002E-1
1.047862172E2;-2.692997932E0;3.345810890E0;-2.958974600E0
1.047981281E2;-1.033203363E0;2.654499292E0;-6.754167557E0
1.048100609E2;3.297294676E-1;-4.089009166E-1;-1.040388870E1
1.048219516E2;7.871465087E-1;-3.648523808E0;-1.764594650E1
1.048338641E2;1.886879921E0;-8.308904648E0;-3.295159149E1
1.048457750E2;7.398179054E0;-7.123065948E0;-1.221305275E1
1.048576875E2;1.022169876E1;1.103458881E0;2.695680428E1
1.048695984E2;7.017241955E0;1.593427420E0;1.598331738E1
1.048815094E2;1.058256388E0;4.276714623E-1;7.749322414E0
1.048934234E2;1.136000827E-1;-4.545822740E-1;6.999372005E0
1.049053328E2;-1.335926294E0;-3.069184542E0;6.997322559E0
1.049172500E2;-3.565493107E0;-5.964330196E0;1.093230724E1
1.049291562E2;-9.079358101E0;-1.351710701E1;1.557656193E1
1.049410672E2;-7.733348370E0;-2.367986107E1;1.393988514E1
1.049529781E2;-5.871684074E0;-3.700645828E1;6.999046326E0
1.049648906E2;-5.488803387E0;-4.614113998E1;6.409651279E0
1.049768031E2;-1.639597178E0;-4.768430710E1;5.619843006E0
1.049887281E2;3.118313789E0;-4.438631821E1;3.640345573E0
1.050006281E2;6.925678730E0;-3.466032028E1;1.397524238E0
1.050125375E2;1.217331791E1;-2.557632828E1;-1.959529686E1
1.050244484E2;1.376362419E1;-1.929547501E1;-2.767225075E1
1.050363609E2;9.077720642E0;-1.913557053E1;-9.780189514E0
1.050482781E2;5.441522598E0;-1.769066048E1;1.784819961E0
1.050601828E2;7.365014553E0;-1.451791191E1;2.385008097E0
1.050720969E2;8.305916786E0;-1.151642609E1;-4.062902927E0
1.050840062E2;9.304422379E0;-8.158740044E0;-7.662383556E0
1.050959188E2;8.580253601E0;-5.035762787E0;-1.003318977E1
1.051078297E2;8.752607346E0;-1.230408907E0;-1.658440590E1
1.051197438E2;7.963583946E0;5.918945074E-1;-1.599134254E1
1.051316531E2;4.860985756E0;-1.637633890E-3;-8.910366058E0
1.051435641E2;4.214992046E0;2.070179939E0;-1.455669785E1
1.051554766E2;2.227546215E0;1.016281247E0;-1.178993034E1
1.051673938E2;9.415820837E-1;-1.160603642E0;-1.504669547E0
1.051793000E2;5.815420151E-1;-1.262491345E0;9.663955569E-1
1.051912109E2;6.622553468E-1;-2.670300901E-1;9.890064001E-1
1.052031234E2;9.387664795E-1;1.238520503E0;-4.391722679E0
1.052150344E2;1.931383252E0;2.005919695E0;-4.652412415E0
1.052269734E2;1.568029761E0;1.753216386E0;3.932715654E-1
1.052388563E2;2.705668211E0;1.110603094E0;8.240938187E-1
1.052507688E2;3.611040354E0;-1.762429357E0;-2.741456628E-1
1.052626812E2;6.184692383E0;-4.776240826E0;-4.580203593E-1
1.052745922E2;1.209806442E1;-1.244588375E1;-2.842185497E0
1.052865031E2;1.541264439E1;-2.184204292E1;-1.612676740E0
1.052984188E2;1.404097748E1;-2.942998695E1;4.323928431E-2
1.053103266E2;7.731394768E0;-3.675154114E1;-1.186058879E0
1.053222391E2;1.357119799E0;-4.790752792E1;-1.396221757E0
1.053341500E2;-3.221417427E0;-5.739979553E1;1.590152144E0
1.053460625E2;1.948497057E0;-4.834110641E1;-1.676445007E1
1.053579734E2;4.795739174E0;-3.166611290E1;-1.345261765E1
1.053698844E2;8.190229416E0;-2.082389450E1;-7.287308216E0
1.053817969E2;8.597511292E0;-1.476805878E1;-2.513519049E0
1.053937078E2;6.592501640E0;-1.239717674E1;9.446562082E-2
1.054056266E2;3.042551517E0;-1.081772137E1;4.199487209E0
1.054175313E2;5.415875912E-1;-8.720965385E0;4.976147175E0
1.054294422E2;-6.692368388E-1;-5.896813393E0;4.903267384E0
1.054413547E2;-2.478075504E0;-2.951591015E0;5.415329933E0
1.054532656E2;-4.579830170E0;-1.082725048E0;7.320386887E0
1.054651844E2;-6.270318508E0;2.709278651E-2;8.058605194E0
1.054770891E2;-6.144326210E0;1.427652955E0;7.817853928E0
1.054890000E2;-5.174578667E0;3.243233442E0;6.684544086E0
1.055009125E2;-4.074241638E0;4.765763760E0;5.468557835E0
1.055128234E2;-3.948670626E0;6.769537926E0;4.499643326E0
1.055247547E2;-3.529139519E0;8.425330162E0;5.044965744E0
1.055366469E2;-3.746159315E0;7.681872368E0;5.621566296E0
1.055485578E2;-3.989314795E0;5.272635460E0;5.775005817E0
1.055604703E2;-3.270019770E0;2.730194330E0;3.041507483E0
1.055723812E2;-1.676985145E0;-1.972247601E0;-2.373032188E1
1.055842984E2;3.198040485E0;-9.209890366E0;-5.366471863E1
1.055962047E2;7.386035442E0;-1.426614761E1;-4.183201981E1
1.056081156E2;7.994402409E0;-4.195781231E0;1.329413986E1
1.056200266E2;7.190802574E0;2.223495007E0;2.731773567E1
