"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
3.166671938E0;-1.945117116E0;1.061456919E0;-5.632002950E-1
3.178590688E0;-2.275158882E0;1.637432933E0;-5.355193615E-1
3.190495375E0;-2.342231750E0;1.677889705E0;-7.878416181E-1
3.202406313E0;-2.241090059E0;1.067844748E0;-1.097655058E0
3.214318813E0;-2.204891920E0;8.325569630E-1;-1.445795894E0
3.226229750E0;-2.302839756E0;1.076362014E0;-1.631045103E0
3.238140688E0;-2.374171257E0;1.555454850E0;-1.557584167E0
3.250054750E0;-2.440179825E0;1.638497591E0;-1.591652989E0
3.261965688E0;-2.403981686E0;1.192408919E0;-1.692794800E0
3.273876625E0;-2.195310116E0;6.813765168E-1;-1.770514369E0
3.285787563E0;-1.969604015E0;-2.906496823E-1;-1.683212996E0
3.297704750E0;-1.917436123E0;-7.314151525E-1;-1.373399615E0
3.309612563E0;-1.754544616E0;-1.016741514E0;-7.026695609E-1
3.321528188E0;-1.409597754E0;-6.398551464E-1;-2.097362131E-1
3.333436000E0;-1.026323438E0;2.235766686E-2;2.416757345E-1
3.345346938E0;-7.771950960E-1;5.504244566E-1;1.249900103E0
3.357257875E0;-5.610709786E-1;3.162012994E-1;1.695988774E0
3.369170375E0;-7.984881103E-2;-5.099677444E-1;1.520321369E0
3.381081313E0;3.385589719E-1;-1.010353684E0;1.187085629E0
3.392993813E0;3.321710527E-1;-8.378801942E-1;1.479864717E0
3.404904750E0;1.203055456E-1;-6.228207350E-1;2.212344408E0
3.416823500E0;-2.874557301E-2;-5.291314721E-1;2.564743757E0
3.428736000E0;-9.155996889E-2;-7.399323583E-1;2.579648972E0
3.440646938E0;-1.362753063E-1;-1.190279603E0;2.450826168E0
3.452551625E0;-3.587873280E-1;-1.881237984E0;2.282611370E0
3.464462563E0;-4.418300986E-1;-1.584200501E0;2.322003365E0
3.476375063E0;-4.546059072E-1;-1.390434027E0;2.442309141E0
3.488286000E0;-2.448696941E-1;-1.358494520E0;2.743605137E0
3.500198500E0;-8.304276317E-2;-7.133160830E-1;2.525351763E0
3.512109438E0;5.429719388E-2;-3.396236300E-1;1.021000147E0
3.524020375E0;3.044901490E-1;-1.075297371E-1;1.189214945E0
3.535943813E0;6.696653962E-1;1.895078421E-1;1.246706128E0
3.547843813E0;8.889834285E-1;3.694338500E-1;7.974234819E-1
3.559756313E0;8.868541718E-1;6.185621619E-1;2.587101460E-1
3.571667250E0;8.155225515E-1;5.589416623E-1;-1.384046115E-2
3.583578188E0;6.324025989E-1;1.011418328E-1;9.901253134E-2
3.595490688E0;4.322482347E-1;-3.587873280E-1;3.247185051E-1
3.607401625E0;1.852492392E-1;-6.526309848E-1;4.822868407E-1
3.619312563E0;-7.771950960E-2;-6.920230389E-1;5.280668139E-1
3.631225063E0;9.368927032E-2;2.022836655E-1;1.777966917E-1
3.643136000E0;4.918686748E-1;4.599291682E-1;1.234994978E-1
3.655048500E0;6.228207350E-1;3.609166443E-1;1.064650863E-1
3.666959438E0;5.365840197E-1;2.342231758E-2;2.448697016E-2
3.678871938E0;4.748342633E-1;-3.736924529E-1;-1.384046115E-2
3.690782875E0;4.428947568E-1;-6.057863235E-1;8.304276317E-2
3.702693813E0;5.206142664E-1;-7.601606846E-1;4.003087282E-1
3.714606313E0;6.260147095E-1;-1.267999172E0;5.216789246E-1
3.726517250E0;5.983337760E-1;-1.345718622E0;5.482951999E-1
3.738429750E0;6.909583807E-1;-6.781826019E-1;4.535412490E-1
3.750340688E0;9.326341152E-1;1.277581044E-2;4.066966176E-1
3.762251625E0;1.368076324E0;4.801575243E-1;5.397779942E-1
3.774164125E0;1.585265160E0;1.245641485E-1;5.887519121E-1
3.786075063E0;1.395757198E0;-4.918686748E-1;3.502701223E-1
3.797987563E0;1.069974065E0;-9.720262289E-1;1.905725002E-1
3.809898500E0;7.409969568E-1;-8.676904440E-1;-7.452555932E-3
3.821811000E0;5.791700482E-1;-2.310292274E-1;-4.333128929E-1
3.833721938E0;5.003858805E-1;3.236538470E-1;-8.676904440E-1
3.845632875E0;3.779510558E-1;7.697425485E-1;-1.283968925E0
3.857543813E0;2.310292274E-1;1.314843774E0;-1.530967951E0
3.869456313E0;4.290542901E-1;1.890819907E0;-1.466024160E0
3.881368813E0;4.418300986E-1;2.056905508E0;-8.794015646E-1
3.893286000E0;2.640334070E-1;1.935535192E0;-4.098905623E-1
3.905190688E0;4.290542901E-1;1.223283768E0;-1.341460049E-1
3.917103188E0;6.984109282E-1;5.248728395E-1;8.197811246E-2
3.929015688E0;8.006174564E-1;7.133160532E-2;1.746027321E-1
3.940932875E0;7.750658393E-1;2.395464331E-1;2.874557376E-1
3.952840688E0;5.653296113E-1;8.293629885E-1;3.917915225E-1
3.964750063E0;3.523994386E-1;8.453327417E-1;1.596976221E-1
3.976661000E0;4.162784815E-1;8.165872097E-1;2.022836544E-2
3.988573500E0;7.101221085E-1;8.644964695E-1;1.703441292E-1
4.000484438E0;1.139176369E0;3.662398756E-1;5.163556337E-1
4.012395375E0;1.772643685E0;-5.781053901E-1;8.687551022E-1
4.024314125E0;2.070745945E0;-1.222219110E0;1.106172204E0
4.036218813E0;1.857815742E0;-8.027467132E-1;1.313779116E0
4.048129750E0;1.641691566E0;-1.174309850E0;1.491575837E0
4.060042250E0;1.374464273E0;-1.728992939E0;1.848233819E0
4.071953188E0;1.033775926E0;-2.214473724E0;2.435921192E0
4.083864125E0;6.196267605E-1;-2.715924263E0;2.813872099E0
4.095776625E0;3.257831633E-1;-2.960793972E0;3.023608446E0
4.107687563E0;4.780282378E-1;-3.009768009E0;3.065129757E0
4.119600063E0;9.006946087E-1;-2.845811605E0;2.861781359E0
4.131511000E0;1.072103381E0;-2.379494667E0;2.671208858E0
4.143423500E0;5.014505386E-1;-1.296744704E0;2.283676147E0
4.155334438E0;9.262461960E-2;-4.546059072E-1;1.934470534E0
4.167245375E0;2.225120217E-1;-3.619812727E-1;1.693859458E0
4.179157875E0;3.076840937E-1;-2.587101460E-1;1.260546565E0
4.191076625E0;2.725506127E-1;-7.771950960E-2;9.592503905E-1
4.202981313E0;1.639562249E-1;-1.490511186E-2;8.112639189E-1
4.214892250E0;-1.277581044E-2;2.874557301E-2;5.589416623E-1
4.226803188E0;-1.724734306E-1;2.438050359E-1;3.822096586E-1
4.238715688E0;-3.534640670E-1;4.013733566E-1;1.586329788E-1
4.250626625E0;-5.855579376E-1;5.642649531E-1;1.064650808E-2
4.262539125E0;-8.964360356E-1;6.025923491E-1;-3.513347730E-2
4.274450063E0;-8.900480866E-1;9.454099536E-1;2.970375717E-1
4.286362563E0;-6.771179438E-1;9.230522513E-1;8.197811246E-1
4.298273500E0;-9.794787765E-1;5.387133360E-1;9.954485297E-1
4.310189125E0;-1.314843774E0;7.207686305E-1;7.899709344E-1
4.322096938E0;-1.182827115E0;9.166643620E-1;3.928561509E-1
4.334007875E0;-7.665486336E-1;7.271565199E-1;1.746027321E-1
4.345918813E0;-6.079156399E-1;4.748342633E-1;1.213701963E-1
4.357831313E0;-8.719490170E-1;5.397779942E-1;1.394692659E-1
4.369746938E0;-1.104042888E0;6.707300544E-1;1.756673902E-1
4.381656313E0;-1.332942843E0;8.346862793E-1;2.469989955E-1
4.393567250E0;-1.493705153E0;1.043357849E0;4.854807854E-1
4.405478188E0;-1.667243242E0;1.443666577E0;9.443452954E-1
4.417390688E0;-1.824811578E0;1.809906483E0;1.439407945E0
4.429314125E0;-2.052646875E0;2.111202717E0;1.882302642E0
4.441212563E0;-2.166564465E0;2.248542547E0;2.011125326E0
4.453123500E0;-1.832264066E0;1.237124324E0;1.644885540E0
4.465036000E0;-1.097655058E0;1.735380888E-1;1.379787445E0
4.476946938E0;-2.650980651E-1;-3.619812727E-1;1.328684211E0
4.488861000E0;2.278352827E-1;-5.972691178E-1;1.448989749E0
4.500770375E0;6.121742129E-1;-6.866998076E-1;1.569295287E0
4.512682875E0;7.910355926E-1;-5.280668139E-1;1.788613439E0
4.524596938E0;7.335444093E-1;-1.927018017E-1;2.005802155E0
4.536506313E0;6.270793676E-1;-7.771950960E-2;2.193180799E0
4.548417250E0;5.610709786E-1;7.559020817E-2;2.462537289E0
4.560328188E0;6.749886274E-1;1.746027321E-1;2.621170282E0
4.572240688E0;8.964360356E-1;1.969604045E-1;2.669079542E0
4.584151625E0;1.172180533E0;1.543743759E-1;2.469990015E0
4.596064125E0;1.574618578E0;-4.333128929E-1;2.043065071E0
4.607975063E0;1.513933539E0;-8.187164664E-1;1.464959502E0
4.619886000E0;9.869313240E-1;-6.355965734E-1;9.145350456E-1
