"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
2.547264125E0;1.073168039E0;4.833514690E-1;3.066194355E-1
2.559176625E0;9.656383395E-1;1.815229654E0;6.153681874E-1
2.571093812E0;3.374943137E-1;2.844747066E0;3.044901490E-1
2.582998500E0;-2.438050359E-1;3.056612492E0;-2.842617631E-1
2.594911000E0;-6.792472601E-1;2.888397694E0;-8.581085801E-1
2.606821937E0;-9.613797069E-1;2.740411282E0;-1.046551824E0
2.618734437E0;-8.953713775E-1;2.277288198E0;-9.581857324E-1
2.630646937E0;-6.409198046E-1;1.760932446E0;-7.047988772E-1
2.642557875E0;-3.374943137E-1;1.262675881E0;-4.663170576E-1
2.654468812E0;-3.406882659E-2;7.580313683E-1;-2.746799290E-1
2.666379750E0;1.777966917E-1;1.916371584E-1;-1.447925121E-1
2.678295375E0;2.714859545E-1;-3.279124498E-1;1.809906401E-2
2.690203187E0;3.151366413E-1;-7.644193172E-1;1.469218135E-1
2.702117250E0;2.970375717E-1;-1.108301520E0;2.044129670E-1
2.714026625E0;2.555162013E-1;-1.224348426E0;1.799259931E-1
2.725939125E0;2.214473784E-1;-1.097655058E0;1.160469428E-1
2.737881312E0;2.427403927E-1;-5.834286809E-1;-3.193952516E-2
2.749765687E0;3.119426966E-1;1.171115935E-1;-2.842617631E-1
2.761673500E0;3.907268643E-1;8.602378964E-1;-6.366612315E-1
2.773584437E0;4.024380147E-1;1.384046078E0;-8.879188299E-1
2.785496937E0;3.247185051E-1;1.924888730E0;-1.063586235E0
2.797417250E0;1.905725002E-1;2.292193174E0;-1.061456919E0
2.809321937E0;1.384046115E-2;2.485959768E0;-9.454099536E-1
2.821231312E0;-1.703441292E-1;2.431662560E0;-7.441909313E-1
2.833142250E0;-3.119426966E-1;2.209150553E0;-5.419072509E-1
2.845054750E0;-3.736924529E-1;2.040935755E0;-4.045673311E-1
2.856965687E0;-3.385589719E-1;2.035612345E0;-3.651752472E-1
2.868881312E0;-2.448696941E-1;2.035612345E0;-3.555933833E-1
2.880789125E0;-1.777966917E-1;1.911048293E0;-3.108780384E-1
