"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
4.961878250E0;-8.200140595E-1;-6.064512730E0;1.082179189E0
4.971928250E0;-4.201824069E-1;-6.132747650E0;9.277531505E-1
4.991997250E0;-7.972691655E-1;-6.898892403E0;-1.699883193E-1
5.002952250E0;-1.879448295E0;-9.998186111E0;-1.449689150E0
5.022060250E0;-1.169567585E0;-8.833407402E0;-6.752845764E0
5.042727250E0;-3.998316824E-1;-8.657433510E0;-4.291606426E0
5.061635250E0;6.584054977E-2;-9.425971985E0;-4.559757233E0
5.081553250E0;2.873042040E-2;-1.011310768E1;-5.228936672E0
5.091759250E0;-2.035071403E-1;-1.050934792E1;-5.395333767E0
5.111596250E0;-1.070208192E0;-1.090678596E1;-5.704185486E0
5.122504250E0;-1.541865945E0;-1.074517727E1;-5.626373768E0
5.141559250E0;-1.897404790E0;-1.014662647E1;-5.579687119E0
5.161532250E0;-1.936909199E0;-8.377311707E0;-4.176684856E0
5.172533250E0;-1.942894697E0;-7.855375767E0;-3.418920040E0
5.191531250E0;-2.652775526E0;-9.406818390E0;-1.471236944E0
5.201564250E0;-4.090493679E0;-1.315494156E1;-9.157821536E-1
5.221537250E0;-3.567360640E0;-1.649245834E1;-5.506663769E-2
5.231537250E0;-3.536235809E0;-1.742260551E1;1.168370485E0
5.241587250E0;-3.738545895E0;-1.672709084E1;6.392518282E-1
5.251604250E0;-4.369418144E0;-1.358709431E1;9.301473498E-1
5.271512250E0;-2.851494312E0;-7.060500622E0;5.287594318E0
5.283222250E0;-3.100491166E-1;-3.483563423E0;6.507440090E0
5.301612250E0;3.676296711E0;-7.110779285E-1;7.061697960E0
5.311686250E0;3.676296711E0;-3.995922565E0;3.246537447E0
5.331695250E0;2.592920542E0;-1.364096451E1;-3.114856482E0
5.351702250E0;8.525752068E0;-1.501523590E1;2.066195965E0
5.371703250E0;6.361393929E0;-1.065778923E1;1.021126986E0
5.385593250E0;3.275267839E0;-1.022324085E1;-7.817068696E-1
5.401617250E0;-1.225831270E0;-9.266757965E0;-1.132457376E0
5.411769250E0;-2.533065319E0;-7.965508938E0;-6.380547285E-1
5.425235250E0;-2.634819031E0;-6.835445881E0;-1.298854470E0
5.441589250E0;-3.083731890E0;-7.528567314E0;-1.695094824E0
5.452024250E0;-2.290053844E0;-7.395689011E0;-1.104924083E0
5.471516250E0;-2.142810524E-1;-7.672219276E0;2.765302956E-1
5.481881250E0;5.985504016E-3;-8.353369713E0;1.094150186E0
5.501603250E0;2.007538080E0;-9.424775124E0;6.727706790E-1
5.521557250E0;2.953247786E0;-1.013704967E1;-5.937620401E-1
5.541564250E0;2.230198860E0;-9.121908188E0;-2.825157940E-1
5.551863250E0;1.881842494E0;-8.572439194E0;1.036689281E0
5.571648250E0;1.877054095E0;-8.950722694E0;-6.703764945E-2
5.591517250E0;1.635239720E0;-8.860940933E0;-4.070142806E-1
5.601544250E0;1.546654344E0;-8.813055992E0;-1.879448295E-1
5.611683250E0;1.235408068E0;-8.949525833E0;-4.070143029E-2
5.631664250E0;5.015852451E-1;-9.786299706E0;2.837128937E-1
5.641675250E0;2.358288616E-1;-1.034893703E1;1.915361285E-1
5.661520250E0;4.189853072E-1;-1.097980881E1;-1.897404790E0
5.671612250E0;7.074866295E-1;-1.085650730E1;-2.673126221E0
5.691487250E0;1.564610839E0;-1.090917969E1;-2.147598982E0
5.701605250E0;2.145204782E0;-1.156878281E1;-8.966285586E-1
5.721536250E0;2.865859509E0;-1.190636539E1;5.099649429E-1
5.741486250E0;2.258929253E0;-1.158195114E1;-1.005564705E-1
5.751531250E0;1.326387763E0;-1.162624359E1;-1.340752989E-1
5.761534250E0;7.074866295E-1;-1.184052467E1;-4.189853072E-1
5.771823250E0;-1.221042871E-1;-1.188601398E1;-1.102529883E0
5.791500250E0;-5.171475410E-1;-1.140358257E1;-2.649184227E0
5.801535250E0;8.822633028E-1;-1.165736771E1;-3.120841980E0
5.811710250E0;2.479195833E0;-1.119408989E1;-2.299630642E0
5.831550250E0;4.258087635E0;-1.099776554E1;-2.492363930E0
5.841587250E0;4.485537052E0;-9.860519409E0;-3.483563423E0
5.851703250E0;4.465186119E0;-8.628703117E0;-2.649184227E0
5.871546250E0;1.355118155E0;-9.497797966E0;9.720458984E-1
5.881567250E0;5.434837937E-1;-1.082897472E1;1.969230890E0
5.891576250E0;1.432929754E0;-1.177588081E1;2.377442360E0
5.901620250E0;2.499546528E0;-1.256357384E1;2.293645144E0
5.921598250E0;1.981201887E0;-1.392348003E1;2.438494444E0
5.932014250E0;1.444900751E0;-1.409825706E1;2.442085743E0
5.951639250E0;-8.571242094E-1;-1.432929707E1;-1.194706678E0
