"Time (s)"	"X (rad/s)"	"Y (rad/s)"	"Z (rad/s)"
3.655988000E0	-6.738257408E-1	-1.480260015E0	1.702479005E0
3.665998000E0	-6.886907220E-1	-1.223191500E0	1.857261062E0
3.676007000E0	-6.609399915E-1	-8.820439577E-1	1.890409827E0
3.686017000E0	-5.720418096E-1	-3.941568434E-1	1.809072971E0
3.696027000E0	-4.853201807E-1	6.597162783E-2	1.617653251E0
3.706006000E0	-4.471709430E-1	4.058205485E-1	1.438688874E0
3.716016000E0	-4.460297823E-1	6.522682905E-1	1.255790234E0
3.726026000E0	-5.688321590E-1	5.306212306E-1	1.172139049E0
3.736035000E0	-7.530465126E-1	3.294684291E-1	1.169303179E0
3.746015000E0	-8.448315859E-1	1.740945429E-1	1.255381346E0
3.756040000E0	-8.101971745E-1	1.146589816E-1	1.387106299E0
